date,instrument,score
2014-12-30,SC,
2014-12-30,SP,
2014-12-30,SR,-2.5749879880284836
2014-12-30,T,
2014-12-30,UR,
2014-12-31,AL,-5.774485468991665
2014-12-31,AP,
2014-12-31,C,-3.356483154853469
2014-12-31,CF,2.4634629947850324
2014-12-31,FG,3.4658649454688573
2014-12-31,JD,1.5305433096133632
2014-12-31,LH,
2014-12-31,M,-0.7634661884214766
2014-12-31,MA,-4.7354613336737
2014-12-31,P,-5.7911490099495495
2014-12-31,RB,1.1894637173917417
2014-12-31,RU,-1.2604379123991503
2014-12-31,SC,
2014-12-31,SP,
2014-12-31,SR,-1.9446825759574622
2014-12-31,T,
2014-12-31,UR,
2015-01-05,AL,-5.901109166806027
2015-01-05,AP,
2015-01-05,C,-3.356483154853469
2015-01-05,CF,1.9425414848781486
2015-01-05,FG,2.2347868605440304
2015-01-05,JD,0.5917702182631855
2015-01-05,LH,
2015-01-05,M,-1.0588072520222307
2015-01-05,MA,-5.198351260122547
2015-01-05,P,-6.267224010728854
2015-01-05,RB,-1.8502152326970567
2015-01-05,RU,-1.0338221176808462
2015-01-05,SC,
2015-01-05,SP,
2015-01-05,SR,-2.2270862208584647
2015-01-05,T,
2015-01-05,UR,
2015-01-06,AL,-5.10039747157866
2015-01-06,AP,
2015-01-06,C,-3.2583275777440206
2015-01-06,CF,1.6733880120509408
2015-01-06,FG,2.059704463267232
2015-01-06,JD,0.6950342763083295
2015-01-06,LH,
2015-01-06,M,-0.9832503540724484
2015-01-06,MA,-4.943518771910468
2015-01-06,P,-4.940909779174908
2015-01-06,RB,-2.2215711220146472
2015-01-06,RU,-0.8703274786801752
2015-01-06,SC,
2015-01-06,SP,
2015-01-06,SR,-1.1301763800188624
2015-01-06,T,
2015-01-06,UR,
2015-01-07,AL,-4.356585459510841
2015-01-07,AP,
2015-01-07,C,-1.3868577219560172
2015-01-07,CF,3.2278415868051553
2015-01-07,FG,5.611232898911711
2015-01-07,JD,0.8507420514539943
2015-01-07,LH,
2015-01-07,M,1.5885206611073996
2015-01-07,MA,-5.463920853492235
2015-01-07,P,0.39476459245058365
2015-01-07,RB,-0.06254972363841287
2015-01-07,RU,1.6293868245071004
2015-01-07,SC,
2015-01-07,SP,
2015-01-07,SR,0.18133096805710294
2015-01-07,T,
2015-01-07,UR,
2015-01-08,AL,-4.274084166490148
2015-01-08,AP,
2015-01-08,C,-1.1179628379264879
2015-01-08,CF,3.960797651681553
2015-01-08,FG,5.717432984480938
2015-01-08,JD,0.3393922880836765
2015-01-08,LH,
2015-01-08,M,1.1852028002909634
2015-01-08,MA,-5.923924363105351
2015-01-08,P,0.39476459245058365
2015-01-08,RB,2.6160173982483435
2015-01-08,RU,2.809368652406065
2015-01-08,SC,
2015-01-08,SP,
2015-01-08,SR,0.3772856701528099
2015-01-08,T,
2015-01-08,UR,
2015-01-09,AL,-3.3493390436516437
2015-01-09,AP,
2015-01-09,C,-2.142855197236337
2015-01-09,CF,2.6879564665499345
2015-01-09,FG,4.803161014501317
2015-01-09,JD,-3.2356876144185707
2015-01-09,LH,
2015-01-09,M,0.877504873082641
2015-01-09,MA,-7.1301115220885025
2015-01-09,P,0.6749086179812075
2015-01-09,RB,1.5562777522526179
2015-01-09,RU,3.8495632827779374
2015-01-09,SC,
2015-01-09,SP,
2015-01-09,SR,1.500084903358271
2015-01-09,T,
2015-01-09,UR,
2015-01-12,AL,-5.379534666115695
2015-01-12,AP,
2015-01-12,C,-2.650478143259337
2015-01-12,CF,0.0
2015-01-12,FG,5.432260492764655
2015-01-12,JD,-3.3779350825767875
2015-01-12,LH,
2015-01-12,M,-0.09449781476330017
2015-01-12,MA,-6.833197932482663
2015-01-12,P,-0.5873302072380526
2015-01-12,RB,-0.17515302394253324
2015-01-12,RU,2.3804822177234177
2015-01-12,SC,
2015-01-12,SP,
2015-01-12,SR,0.14386293759136068
2015-01-12,T,
2015-01-12,UR,
2015-01-13,AL,-5.542739899218089
2015-01-13,AP,
2015-01-13,C,-2.16915989359561
2015-01-13,CF,0.12424249810934179
2015-01-13,FG,5.351534248820469
2015-01-13,JD,-3.7998402353790657
2015-01-13,LH,
2015-01-13,M,0.20796102553967313
2015-01-13,MA,-6.658718927902259
2015-01-13,P,-0.10855120725908321
2015-01-13,RB,1.3645178895129624
2015-01-13,RU,3.448135187158489
2015-01-13,SC,
2015-01-13,SP,
2015-01-13,SR,0.5219254474652475
2015-01-13,T,
2015-01-13,UR,
2015-01-14,AL,-5.646732872778275
2015-01-14,AP,
2015-01-14,C,-2.3564170679812886
2015-01-14,CF,0.1554124503447177
2015-01-14,FG,5.351534248820469
2015-01-14,JD,-3.568777506938883
2015-01-14,LH,
2015-01-14,M,-0.45236092176313153
2015-01-14,MA,-5.436740854771746
2015-01-14,P,-0.2167985065928671
2015-01-14,RB,0.974780903603157
2015-01-14,RU,3.634074808295975
2015-01-14,SC,
2015-01-14,SP,
2015-01-14,SR,2.1893911494096994
2015-01-14,T,
2015-01-14,UR,
2015-01-15,AL,-4.663956038426142
2015-01-15,AP,
2015-01-15,C,-1.9093677694953946
2015-01-15,CF,2.077611002073688
2015-01-15,FG,3.9866204611210567
2015-01-15,JD,-2.861208802300194
2015-01-15,LH,
2015-01-15,M,-0.5485359421164497
2015-01-15,MA,-4.747599038079952
2015-01-15,P,0.9345799551563468
2015-01-15,RB,0.5000228721065287
2015-01-15,RU,3.111981982647506
2015-01-15,SC,
2015-01-15,SP,
2015-01-15,SR,1.8953589429115942
2015-01-15,T,
2015-01-15,UR,
2015-01-16,AL,-4.369915059184252
2015-01-16,AP,
2015-01-16,C,-1.6716915173508777
2015-01-16,CF,1.216937892467195
2015-01-16,FG,3.9866204611210567
2015-01-16,JD,-5.615745980580165
2015-01-16,LH,
2015-01-16,M,-3.714439908679942
2015-01-16,MA,-5.2345817131749515
2015-01-16,P,0.14560834095715317
2015-01-16,RB,-0.1350064078810158
2015-01-16,RU,4.701425202601569
2015-01-16,SC,
2015-01-16,SP,
2015-01-16,SR,-0.4005692999657698
2015-01-16,T,
2015-01-16,UR,
2015-01-19,AL,-5.123212133096066
2015-01-19,AP,
2015-01-19,C,-0.575885898059341
2015-01-19,CF,0.9110806063453651
2015-01-19,FG,2.3929247548401706
2015-01-19,JD,-5.685439657819507
2015-01-19,LH,
2015-01-19,M,-3.069449176363074
2015-01-19,MA,-5.847369623876343
2015-01-19,P,1.1651757764723039
2015-01-19,RB,-1.3613554195826032
2015-01-19,RU,5.06989501113174
2015-01-19,SC,
2015-01-19,SP,
2015-01-19,SR,1.7880868959269698
2015-01-19,T,
2015-01-19,UR,
2015-01-20,AL,-5.974023933045408
2015-01-20,AP,
2015-01-20,C,1.1526690858512376
2015-01-20,CF,-1.8264251511940506
2015-01-20,FG,1.4979884257655778
2015-01-20,JD,-6.277285107443957
2015-01-20,LH,
2015-01-20,M,-4.169249741911574
2015-01-20,MA,-6.769684152062585
2015-01-20,P,-0.48445968506249437
2015-01-20,RB,-1.584553709666609
2015-01-20,RU,2.3950857780008263
2015-01-20,SC,
2015-01-20,SP,
2015-01-20,SR,2.5349961501957052
2015-01-20,T,
2015-01-20,UR,
2015-01-21,AL,-7.543185526508277
2015-01-21,AP,
2015-01-21,C,0.35274392188707443
2015-01-21,CF,-1.4519247319928776
2015-01-21,FG,1.1678156281491836
2015-01-21,JD,-6.319603987925086
2015-01-21,LH,
2015-01-21,M,-5.69478886192354
2015-01-21,MA,-5.847512308340443
2015-01-21,P,-1.5334783559468501
2015-01-21,RB,-1.7678029825109312
2015-01-21,RU,-0.0947830475923117
2015-01-21,SC,
2015-01-21,SP,
2015-01-21,SR,1.878278222301748
2015-01-21,T,
2015-01-21,UR,
2015-01-22,AL,-4.1035359872776676
2015-01-22,AP,
2015-01-22,C,1.2719239952000185
2015-01-22,CF,-0.3521039816287502
2015-01-22,FG,1.8026163621069882
2015-01-22,JD,-6.071769835082574
2015-01-22,LH,
2015-01-22,M,-3.8792654849753276
2015-01-22,MA,-3.995589799489246
2015-01-22,P,0.07275344792161681
2015-01-22,RB,-0.6080364656082642
2015-01-22,RU,0.5598226761305399
2015-01-22,SC,
2015-01-22,SP,
2015-01-22,SR,2.372088397170093
2015-01-22,T,
2015-01-22,UR,
2015-01-23,AL,-3.509002619530735
2015-01-23,AP,
2015-01-23,C,1.455133305001086
2015-01-23,CF,1.801716425494409
2015-01-23,FG,1.4202626215375407
2015-01-23,JD,-5.039986791378151
2015-01-23,LH,
2015-01-23,M,-3.8230057392994548
2015-01-23,MA,-2.71826690370714
2015-01-23,P,0.03635031208960896
2015-01-23,RB,-0.6288410218198942
2015-01-23,RU,0.6531224971154868
2015-01-23,SC,
2015-01-23,SP,
2015-01-23,SR,4.49580753747204
2015-01-23,T,
2015-01-23,UR,
2015-01-26,AL,-1.682694468451508
2015-01-26,AP,
2015-01-26,C,1.8035291490032395
2015-01-26,CF,2.16586094017675
2015-01-26,FG,1.351843524980068
2015-01-26,JD,-4.437613389253857
2015-01-26,LH,
2015-01-26,M,-4.494784984738453
2015-01-26,MA,-0.18518423937623948
2015-01-26,P,-0.531671226897845
2015-01-26,RB,-0.6288410218198942
2015-01-26,RU,0.9612634017822295
2015-01-26,SC,
2015-01-26,SP,
2015-01-26,SR,4.934367316343077
2015-01-26,T,
2015-01-26,UR,
2015-01-27,AL,-3.438415628713373
2015-01-27,AP,
2015-01-27,C,2.0980335584744094
2015-01-27,CF,1.837058564162056
2015-01-27,FG,0.6765676506092061
2015-01-27,JD,-3.3256554685482715
2015-01-27,LH,
2015-01-27,M,-5.460911105788074
2015-01-27,MA,-1.0828722359585932
2015-01-27,P,-0.42598464952648957
2015-01-27,RB,-1.6536445536847955
2015-01-27,RU,0.7574817804974522
2015-01-27,SC,
2015-01-27,SP,
2015-01-27,SR,4.822903954272678
2015-01-27,T,
2015-01-27,UR,
2015-01-28,AL,-4.967256715157735
2015-01-28,AP,
2015-01-28,C,6.580636580222291
2015-01-28,CF,1.1725634776842329
2015-01-28,FG,1.746111318801428
2015-01-28,JD,-3.9876198585161235
2015-01-28,LH,
2015-01-28,M,-4.185229855746462
2015-01-28,MA,0.3943769259549282
2015-01-28,P,-1.0146856879078838
2015-01-28,RB,-0.8991768027300594
2015-01-28,RU,1.81464273474335
2015-01-28,SC,
2015-01-28,SP,
2015-01-28,SR,5.966631816016945
2015-01-28,T,
2015-01-28,UR,
2015-01-29,AL,-3.3335458760806738
2015-01-29,AP,
2015-01-29,C,7.461449129023344
2015-01-29,CF,1.104324577970882
2015-01-29,FG,1.8878016047831598
2015-01-29,JD,-4.2960184318005865
2015-01-29,LH,
2015-01-29,M,-3.596976741675538
2015-01-29,MA,1.444480749412899
2015-01-29,P,-0.8734566790497416
2015-01-29,RB,0.274372718260959
2015-01-29,RU,3.167285407295363
2015-01-29,SC,
2015-01-29,SP,
2015-01-29,SR,7.429897385715861
2015-01-29,T,
2015-01-29,UR,
2015-01-30,AL,-3.186813598674453
2015-01-30,AP,
2015-01-30,C,5.686079708099677
2015-01-30,CF,0.6262184022771957
2015-01-30,FG,0.07422021508770481
2015-01-30,JD,-5.01985815751471
2015-01-30,LH,
2015-01-30,M,-3.6655362834316585
2015-01-30,MA,-0.8941004595950406
2015-01-30,P,-1.0928007603534442
2015-01-30,RB,-0.27939647285510827
2015-01-30,RU,2.6420733781060104
2015-01-30,SC,
2015-01-30,SP,
2015-01-30,SR,7.914122529889204
2015-01-30,T,
2015-01-30,UR,
2015-02-02,AL,-3.37574715032445
2015-02-02,AP,
2015-02-02,C,6.473474741368431
2015-02-02,CF,-1.599165033360831
2015-02-02,FG,-0.3661797364922008
2015-02-02,JD,-2.784788360895461
2015-02-02,LH,
2015-02-02,M,-4.027375619034866
2015-02-02,MA,-1.483555213206027
2015-02-02,P,-1.7311245710838512
2015-02-02,RB,-0.7300680610915148
2015-02-02,RU,1.5878649910612845
2015-02-02,SC,
2015-02-02,SP,
2015-02-02,SR,7.344294969394274
2015-02-02,T,
2015-02-02,UR,
2015-02-03,AL,-2.9724298643944804
2015-02-03,AP,
2015-02-03,C,7.425527694276115
2015-02-03,CF,-0.29779016637913014
2015-02-03,FG,-0.29297989289494175
2015-02-03,JD,-3.205532926901662
2015-02-03,LH,
2015-02-03,M,-4.088542659265691
2015-02-03,MA,-1.483555213206027
2015-02-03,P,-1.9104382985075392
2015-02-03,RB,-0.5698585298282115
2015-02-03,RU,2.4028471637244055
2015-02-03,SC,
2015-02-03,SP,
2015-02-03,SR,8.47147472290813
2015-02-03,T,
2015-02-03,UR,
2015-02-04,AL,-2.7068516022313056
2015-02-04,AP,
2015-02-04,C,5.6934376893177525
2015-02-04,CF,-0.29779016637913014
2015-02-04,FG,-3.088725329226
2015-02-04,JD,-3.8922903423821675
2015-02-04,LH,
2015-02-04,M,-5.346570995820059
2015-02-04,MA,0.7084417259669427
2015-02-04,P,-6.573249744608288
2015-02-04,RB,-1.0542756089048013
2015-02-04,RU,1.7242515617934175
2015-02-04,SC,
2015-02-04,SP,
2015-02-04,SR,5.504936323448546
2015-02-04,T,
2015-02-04,UR,
2015-02-05,AL,-2.847487922749288
2015-02-05,AP,
2015-02-05,C,5.588800744078623
2015-02-05,CF,-1.0269764042655878
2015-02-05,FG,-4.038487232632713
2015-02-05,JD,-4.847875683602303
2015-02-05,LH,
2015-02-05,M,-5.701111965115781
2015-02-05,MA,0.7084417259669427
2015-02-05,P,-8.413723194851196
2015-02-05,RB,-2.8952370930916747
2015-02-05,RU,-0.5956214162329795
2015-02-05,SC,
2015-02-05,SP,
2015-02-05,SR,5.180229235642382
2015-02-05,T,
2015-02-05,UR,
2015-02-06,AL,-2.8954546426336294
2015-02-06,AP,
2015-02-06,C,8.418729120241368
2015-02-06,CF,-1.315150850456332
2015-02-06,FG,-4.218916508486066
2015-02-06,JD,-3.2692861509805904
2015-02-06,LH,
2015-02-06,M,-4.60352298464519
2015-02-06,MA,-0.3583075208197315
2015-02-06,P,-9.319617580624513
2015-02-06,RB,-2.7581401929212537
2015-02-06,RU,-2.540320673721264
2015-02-06,SC,
2015-02-06,SP,
2015-02-06,SR,3.683786092914415
2015-02-06,T,
2015-02-06,UR,
2015-02-09,AL,-0.6224534526093882
2015-02-09,AP,
2015-02-09,C,7.71995971155614
2015-02-09,CF,0.49392165195520177
2015-02-09,FG,-4.62083437986241
2015-02-09,JD,-4.481137711883517
2015-02-09,LH,
2015-02-09,M,-4.009478970093402
2015-02-09,MA,1.7894656893799743
2015-02-09,P,-6.72076563274737
2015-02-09,RB,-2.016573991816897
2015-02-09,RU,-0.3684330388786006
2015-02-09,SC,
2015-02-09,SP,
2015-02-09,SR,5.909658076004792
2015-02-09,T,
2015-02-09,UR,
2015-02-10,AL,2.1549498431929988
2015-02-10,AP,
2015-02-10,C,7.742033906835315
2015-02-10,CF,0.45015656663488746
2015-02-10,FG,-3.5743038492789316
2015-02-10,JD,-2.3323142727543673
2015-02-10,LH,
2015-02-10,M,-4.7822927610201305
2015-02-10,MA,2.5253442445532213
2015-02-10,P,-6.377229126083151
2015-02-10,RB,-5.111135463091433
2015-02-10,RU,-1.1968117431971177
2015-02-10,SC,
2015-02-10,SP,
2015-02-10,SR,5.258745160212098
2015-02-10,T,
2015-02-10,UR,
2015-02-11,AL,3.452871428158314
2015-02-11,AP,
2015-02-11,C,7.995398266057255
2015-02-11,CF,2.138656179938319
2015-02-11,FG,-3.670913791027189
2015-02-11,JD,-2.818495790857353
2015-02-11,LH,
2015-02-11,M,-4.017733566058344
2015-02-11,MA,2.7003709013158996
2015-02-11,P,-5.742891088598082
2015-02-11,RB,-4.3319016475535985
2015-02-11,RU,0.526312609185592
2015-02-11,SC,
2015-02-11,SP,
2015-02-11,SR,4.348259956987281
2015-02-11,T,
2015-02-11,UR,
2015-02-12,AL,3.166556443144933
2015-02-12,AP,
2015-02-12,C,6.048223925932955
2015-02-12,CF,-0.07662028926172511
2015-02-12,FG,-3.4076749988223995
2015-02-12,JD,-1.9603426657475922
2015-02-12,LH,
2015-02-12,M,-4.333958498104146
2015-02-12,MA,2.374157797042634
2015-02-12,P,-5.238744548500568
2015-02-12,RB,-3.9033826976787545
2015-02-12,RU,0.4366961002379848
2015-02-12,SC,
2015-02-12,SP,
2015-02-12,SR,3.8172311552195657
2015-02-12,T,
2015-02-12,UR,
2015-02-13,AL,3.6861865295605574
2015-02-13,AP,
2015-02-13,C,7.14944721613125
2015-02-13,CF,0.758969464932993
2015-02-13,FG,-2.4705072511351784
2015-02-13,JD,-1.76728968314398
2015-02-13,LH,
2015-02-13,M,-3.158205225333556
2015-02-13,MA,3.58510038720578
2015-02-13,P,-2.6857853998429926
2015-02-13,RB,-2.168374481774707
2015-02-13,RU,1.6017552362578895
2015-02-13,SC,
2015-02-13,SP,
2015-02-13,SR,4.193968626317938
2015-02-13,T,
2015-02-13,UR,
2015-02-16,AL,3.272384259770884
2015-02-16,AP,
2015-02-16,C,7.811208971137446
2015-02-16,CF,1.1401701333164989
2015-02-16,FG,0.0
2015-02-16,JD,-2.009776699525668
2015-02-16,LH,
2015-02-16,M,-2.9608549076394453
2015-02-16,MA,5.6885464647919814
2015-02-16,P,-2.463497697590235
2015-02-16,RB,-0.9975088754439766
2015-02-16,RU,1.2740236905492726
2015-02-16,SC,
2015-02-16,SP,
2015-02-16,SR,3.311556466381116
2015-02-16,T,
2015-02-16,UR,
2015-02-17,AL,2.7407403398019876
2015-02-17,AP,
2015-02-17,C,8.095345148749654
2015-02-17,CF,2.918300931235583
2015-02-17,FG,0.823663948840072
2015-02-17,JD,-0.6350850910749761
2015-02-17,LH,
2015-02-17,M,-1.6577629197857342
2015-02-17,MA,6.776718903862192
2015-02-17,P,-0.7622634553582232
2015-02-17,RB,-0.9114545387657979
2015-02-17,RU,2.193382564519617
2015-02-17,SC,
2015-02-17,SP,
2015-02-17,SR,4.67459087268198
2015-02-17,T,
2015-02-17,UR,
2015-02-25,AL,2.8382268463641904
2015-02-25,AP,
2015-02-25,C,7.913684988220024
2015-02-25,CF,2.827989797990413
2015-02-25,FG,1.7600499937758536
2015-02-25,JD,-0.16070570309876872
2015-02-25,LH,
2015-02-25,M,1.021349810917068
2015-02-25,MA,6.59064055678186
2015-02-25,P,-0.037249327356389514
2015-02-25,RB,0.12951336369781505
2015-02-25,RU,4.968482473991717
2015-02-25,SC,
2015-02-25,SP,
2015-02-25,SR,5.153868537513331
2015-02-25,T,
2015-02-25,UR,
2015-02-26,AL,0.8710887225759779
2015-02-26,AP,
2015-02-26,C,6.8779783967636385
2015-02-26,CF,1.7929895218833185
2015-02-26,FG,1.0957197659147393
2015-02-26,JD,-1.186721880749521
2015-02-26,LH,
2015-02-26,M,-0.17195444744264898
2015-02-26,MA,6.266563230389138
2015-02-26,P,-1.2687086187609478
2015-02-26,RB,-1.418366915111304
2015-02-26,RU,4.073789850113863
2015-02-26,SC,
2015-02-26,SP,
2015-02-26,SR,5.509487201139287
2015-02-26,T,
2015-02-26,UR,
2015-02-27,AL,1.795487335446495
2015-02-27,AP,
2015-02-27,C,7.396521285833154
2015-02-27,CF,1.30818890868642
2015-02-27,FG,3.3478622845877997
2015-02-27,JD,-0.8582483741900185
2015-02-27,LH,
2015-02-27,M,3.3483944422104055
2015-02-27,MA,6.911979936417064
2015-02-27,P,0.7067762517155878
2015-02-27,RB,0.17951340879895009
2015-02-27,RU,5.011782713807916
2015-02-27,SC,
2015-02-27,SP,
2015-02-27,SR,5.241437167131828
2015-02-27,T,
2015-02-27,UR,
2015-03-02,AL,1.4080821686254972
2015-03-02,AP,
2015-03-02,C,6.364845008402213
2015-03-02,CF,1.3943165948427845
2015-03-02,FG,3.85275974617996
2015-03-02,JD,-1.2282727591351945
2015-03-02,LH,
2015-03-02,M,5.113636657452812
2015-03-02,MA,7.046446054221642
2015-03-02,P,1.7148252957555514
2015-03-02,RB,0.3571805392933388
2015-03-02,RU,5.237867961266156
2015-03-02,SC,
2015-03-02,SP,
2015-03-02,SR,4.195692132662397
2015-03-02,T,
2015-03-02,UR,
2015-03-03,AL,2.045025825674082
2015-03-03,AP,
2015-03-03,C,6.7567764826149865
2015-03-03,CF,1.7976007585056204
2015-03-03,FG,3.3895905640606045
2015-03-03,JD,-1.093913535425113
2015-03-03,LH,
2015-03-03,M,6.2293257132863
2015-03-03,MA,6.754397192114077
2015-03-03,P,1.7826111516992291
2015-03-03,RB,1.5865615614658826
2015-03-03,RU,4.525054982477066
2015-03-03,SC,
2015-03-03,SP,
2015-03-03,SR,4.491316989595915
2015-03-03,T,
2015-03-03,UR,
2015-03-04,AL,1.4080821686254972
2015-03-04,AP,
2015-03-04,C,7.046241239709356
2015-03-04,CF,2.9745674369257977
2015-03-04,FG,2.9011043156012195
2015-03-04,JD,2.262401930508366
2015-03-04,LH,
2015-03-04,M,6.350844549463175
2015-03-04,MA,6.569244898159716
2015-03-04,P,0.7637083418611331
2015-03-04,RB,0.47516355456673326
2015-03-04,RU,3.407595590873523
2015-03-04,SC,
2015-03-04,SP,
2015-03-04,SR,0.6957088414558925
2015-03-04,T,
2015-03-04,UR,
2015-03-05,AL,0.9004180446561977
2015-03-05,AP,
2015-03-05,C,6.720473861390601
2015-03-05,CF,3.724925368009419
2015-03-05,FG,4.526078254808659
2015-03-05,JD,1.5684744640834047
2015-03-05,LH,
2015-03-05,M,6.687958446425525
2015-03-05,MA,7.641002931948444
2015-03-05,P,1.37090225444452
2015-03-05,RB,1.0890760302341704
2015-03-05,RU,3.937619934207551
2015-03-05,SC,
2015-03-05,SP,
2015-03-05,SR,0.04100521599310545
2015-03-05,T,
2015-03-05,UR,
2015-03-06,AL,0.466096842977563
2015-03-06,AP,
2015-03-06,C,8.477860955064575
2015-03-06,CF,3.3352862516175596
2015-03-06,FG,5.230061288024003
2015-03-06,JD,2.897588948245593
2015-03-06,LH,
2015-03-06,M,8.906150294772258
2015-03-06,MA,7.788813484558517
2015-03-06,P,3.149429372334731
2015-03-06,RB,-0.7508826647752698
2015-03-06,RU,3.481192102161603
2015-03-06,SC,
2015-03-06,SP,
2015-03-06,SR,0.26905335343392967
2015-03-06,T,
2015-03-06,UR,
2015-03-09,AL,1.8368935276472345
2015-03-09,AP,
2015-03-09,C,7.035894158123948
2015-03-09,CF,4.121787979577485
2015-03-09,FG,4.396377460196174
2015-03-09,JD,2.4620055899116724
2015-03-09,LH,
2015-03-09,M,9.200153721480094
2015-03-09,MA,10.630170649786242
2015-03-09,P,4.449943252487579
2015-03-09,RB,0.8850690963011263
2015-03-09,RU,3.1819805153394665
2015-03-09,SC,
2015-03-09,SP,
2015-03-09,SR,1.9403522244854663
2015-03-09,T,
2015-03-09,UR,
2015-03-10,AL,0.6084979916224524
2015-03-10,AP,
2015-03-10,C,6.0012510040307445
2015-03-10,CF,1.917023761152297
2015-03-10,FG,3.885234806926155
2015-03-10,JD,2.2907877015634455
2015-03-10,LH,
2015-03-10,M,5.825592297422076
2015-03-10,MA,9.320653683118005
2015-03-10,P,3.691766389257002
2015-03-10,RB,0.5227568745767565
2015-03-10,RU,0.9926025037796954
2015-03-10,SC,
2015-03-10,SP,
2015-03-10,SR,0.577252963905984
2015-03-10,T,
2015-03-10,UR,
2015-03-11,AL,0.4849666633452975
2015-03-11,AP,
2015-03-11,C,7.756713050734072
2015-03-11,CF,0.40049143088827716
2015-03-11,FG,4.140238009542894
2015-03-11,JD,1.2096773636150857
2015-03-11,LH,
2015-03-11,M,5.867301182482541
2015-03-11,MA,7.75330893340582
2015-03-11,P,4.3950067548007015
2015-03-11,RB,-0.4117313814751458
2015-03-11,RU,1.2633850874844774
2015-03-11,SC,
2015-03-11,SP,
2015-03-11,SR,1.7215713130566246
2015-03-11,T,
2015-03-11,UR,
2015-03-12,AL,0.8116515298043808
2015-03-12,AP,
2015-03-12,C,5.761808472390362
2015-03-12,CF,-0.5466200782219831
2015-03-12,FG,2.9517588478238843
2015-03-12,JD,2.2527689270896483
2015-03-12,LH,
2015-03-12,M,4.418202785136546
2015-03-12,MA,9.052945756832665
2015-03-12,P,3.928671911201424
2015-03-12,RB,-2.6609232705939085
2015-03-12,RU,1.2989118435651648
2015-03-12,SC,
2015-03-12,SP,
2015-03-12,SR,0.8698006590253738
2015-03-12,T,
2015-03-12,UR,
2015-03-13,AL,0.6880813968200078
2015-03-13,AP,
2015-03-13,C,5.560347925345507
2015-03-13,CF,0.6789029371470369
2015-03-13,FG,3.0617357863919787
2015-03-13,JD,0.40122880738709354
2015-03-13,LH,
2015-03-13,M,3.461180675244648
2015-03-13,MA,10.205194433843756
2015-03-13,P,4.006017112431441
2015-03-13,RB,-3.3799111796707746
2015-03-13,RU,1.9014472071311657
2015-03-13,SC,
2015-03-13,SP,
2015-03-13,SR,1.9655341872010714
2015-03-13,T,
2015-03-13,UR,
2015-03-16,AL,0.08214410229305333
2015-03-16,AP,
2015-03-16,C,6.01156025118828
2015-03-16,CF,0.2399437190514694
2015-03-16,FG,1.981326293834494
2015-03-16,JD,0.4757792339416709
2015-03-16,LH,
2015-03-16,M,5.358433825060862
2015-03-16,MA,10.013277290062984
2015-03-16,P,3.4218022737036344
2015-03-16,RB,-3.0799120983048804
2015-03-16,RU,1.0427183121879922
2015-03-16,SC,
2015-03-16,SP,
2015-03-16,SR,-1.8376905098319802
2015-03-16,T,
2015-03-16,UR,
2015-03-17,AL,-3.201845603014463
2015-03-17,AP,
2015-03-17,C,6.272635768239097
2015-03-17,CF,-0.8310745627028903
2015-03-17,FG,0.17633759495855028
2015-03-17,JD,-0.7684795509757965
2015-03-17,LH,
2015-03-17,M,4.535047302467704
2015-03-17,MA,7.067460542254227
2015-03-17,P,1.8698448233776224
2015-03-17,RB,-3.5467564132965257
2015-03-17,RU,-0.24567193732442985
2015-03-17,SC,
2015-03-17,SP,
2015-03-17,SR,-1.3414989889075608
2015-03-17,T,
2015-03-17,UR,
2015-03-18,AL,-4.230656507081744
2015-03-18,AP,
2015-03-18,C,5.317941123553433
2015-03-18,CF,-2.917418121352047
2015-03-18,FG,0.08790799518263914
2015-03-18,JD,-0.09818790012615299
2015-03-18,LH,
2015-03-18,M,4.69036683788029
2015-03-18,MA,6.139785029988897
2015-03-18,P,1.6952797575297447
2015-03-18,RB,-2.4628390822115316
2015-03-18,RU,-0.26351991085499404
2015-03-18,SC,
2015-03-18,SP,
2015-03-18,SR,-1.2256825286099837
2015-03-18,T,
2015-03-18,UR,
2015-03-19,AL,-1.4516268338868648
2015-03-19,AP,
2015-03-19,C,6.085054094161648
2015-03-19,CF,0.13195520236406152
2015-03-19,FG,1.2192537257273046
2015-03-19,JD,-0.7770976336116339
2015-03-19,LH,
2015-03-19,M,5.382273457985955
2015-03-19,MA,7.45047930922961
2015-03-19,P,1.1378535483316055
2015-03-19,RB,-1.609991072433586
2015-03-19,RU,0.9173869422630192
2015-03-19,SC,
2015-03-19,SP,
2015-03-19,SR,0.2895046323454788
2015-03-19,T,
2015-03-19,UR,
2015-03-20,AL,-2.8659512313439923
2015-03-20,AP,
2015-03-20,C,4.703898510565788
2015-03-20,CF,-0.9656117279016875
2015-03-20,FG,-0.17542851507897833
2015-03-20,JD,-0.9152230288033244
2015-03-20,LH,
2015-03-20,M,3.9289194808028136
2015-03-20,MA,5.749870366122183
2015-03-20,P,-0.3742751918722692
2015-03-20,RB,-2.7388579522716374
2015-03-20,RU,-1.1209584363117306
2015-03-20,SC,
2015-03-20,SP,
2015-03-20,SR,0.2535976254837104
2015-03-20,T,
2015-03-20,UR,
2015-03-23,AL,-1.8442084948225592
2015-03-23,AP,
2015-03-23,C,2.997349822804289
2015-03-23,CF,-1.388916644005959
2015-03-23,FG,0.0
2015-03-23,JD,-0.13600993115368207
2015-03-23,LH,
2015-03-23,M,2.7006205009677986
