date,instrument,score
2014-02-24,AP,
2014-02-24,C,
2014-02-24,CF,
2014-02-24,FG,
2014-02-24,JD,
2014-02-24,LH,
2014-02-24,M,
2014-02-24,MA,
2014-02-24,P,
2014-02-24,RB,
2014-02-24,RU,
2014-02-24,SC,
2014-02-24,SP,
2014-02-24,SR,
2014-02-24,T,
2014-02-24,UR,
2014-02-25,AL,
2014-02-25,AP,
2014-02-25,C,
2014-02-25,CF,
2014-02-25,FG,
2014-02-25,JD,
2014-02-25,LH,
2014-02-25,M,
2014-02-25,MA,
2014-02-25,P,
2014-02-25,RB,
2014-02-25,RU,
2014-02-25,SC,
2014-02-25,SP,
2014-02-25,SR,
2014-02-25,T,
2014-02-25,UR,
2014-02-26,AL,
2014-02-26,AP,
2014-02-26,C,
2014-02-26,CF,
2014-02-26,FG,
2014-02-26,JD,
2014-02-26,LH,
2014-02-26,M,
2014-02-26,MA,
2014-02-26,P,
2014-02-26,RB,
2014-02-26,RU,
2014-02-26,SC,
2014-02-26,SP,
2014-02-26,SR,
2014-02-26,T,
2014-02-26,UR,
2014-02-27,AL,
2014-02-27,AP,
2014-02-27,C,
2014-02-27,CF,
2014-02-27,FG,
2014-02-27,JD,
2014-02-27,LH,
2014-02-27,M,
2014-02-27,MA,
2014-02-27,P,
2014-02-27,RB,
2014-02-27,RU,
2014-02-27,SC,
2014-02-27,SP,
2014-02-27,SR,
2014-02-27,T,
2014-02-27,UR,
2014-02-28,AL,
2014-02-28,AP,
2014-02-28,C,
2014-02-28,CF,
2014-02-28,FG,
2014-02-28,JD,
2014-02-28,LH,
2014-02-28,M,
2014-02-28,MA,
2014-02-28,P,
2014-02-28,RB,
2014-02-28,RU,
2014-02-28,SC,
2014-02-28,SP,
2014-02-28,SR,
2014-02-28,T,
2014-02-28,UR,
2014-03-03,AL,
2014-03-03,AP,
2014-03-03,C,
2014-03-03,CF,
2014-03-03,FG,
2014-03-03,JD,
2014-03-03,LH,
2014-03-03,M,
2014-03-03,MA,
2014-03-03,P,
2014-03-03,RB,
2014-03-03,RU,
2014-03-03,SC,
2014-03-03,SP,
2014-03-03,SR,
2014-03-03,T,
2014-03-03,UR,
2014-03-04,AL,
2014-03-04,AP,
2014-03-04,C,
2014-03-04,CF,
2014-03-04,FG,
2014-03-04,JD,
2014-03-04,LH,
2014-03-04,M,
2014-03-04,MA,
2014-03-04,P,
2014-03-04,RB,
2014-03-04,RU,
2014-03-04,SC,
2014-03-04,SP,
2014-03-04,SR,
2014-03-04,T,
2014-03-04,UR,
2014-03-05,AL,
2014-03-05,AP,
2014-03-05,C,
2014-03-05,CF,
2014-03-05,FG,
2014-03-05,JD,
2014-03-05,LH,
2014-03-05,M,
2014-03-05,MA,
2014-03-05,P,
2014-03-05,RB,
2014-03-05,RU,
2014-03-05,SC,
2014-03-05,SP,
2014-03-05,SR,
2014-03-05,T,
2014-03-05,UR,
2014-03-06,AL,
2014-03-06,AP,
2014-03-06,C,
2014-03-06,CF,
2014-03-06,FG,
2014-03-06,JD,
2014-03-06,LH,
2014-03-06,M,
2014-03-06,MA,
2014-03-06,P,
2014-03-06,RB,
2014-03-06,RU,
2014-03-06,SC,
2014-03-06,SP,
2014-03-06,SR,
2014-03-06,T,
2014-03-06,UR,
2014-03-07,AL,
2014-03-07,AP,
2014-03-07,C,
2014-03-07,CF,
2014-03-07,FG,
2014-03-07,JD,
2014-03-07,LH,
2014-03-07,M,
2014-03-07,MA,
2014-03-07,P,
2014-03-07,RB,
2014-03-07,RU,
2014-03-07,SC,
2014-03-07,SP,
2014-03-07,SR,
2014-03-07,T,
2014-03-07,UR,
2014-03-10,AL,
2014-03-10,AP,
2014-03-10,C,
2014-03-10,CF,
2014-03-10,FG,
2014-03-10,JD,
2014-03-10,LH,
2014-03-10,M,
2014-03-10,MA,
2014-03-10,P,
2014-03-10,RB,
2014-03-10,RU,
2014-03-10,SC,
2014-03-10,SP,
2014-03-10,SR,
2014-03-10,T,
2014-03-10,UR,
2014-03-11,AL,
2014-03-11,AP,
2014-03-11,C,
2014-03-11,CF,
2014-03-11,FG,
2014-03-11,JD,
2014-03-11,LH,
2014-03-11,M,
2014-03-11,MA,
2014-03-11,P,
2014-03-11,RB,
2014-03-11,RU,
2014-03-11,SC,
2014-03-11,SP,
2014-03-11,SR,
2014-03-11,T,
2014-03-11,UR,
2014-03-12,AL,
2014-03-12,AP,
2014-03-12,C,
2014-03-12,CF,
2014-03-12,FG,
2014-03-12,JD,
2014-03-12,LH,
2014-03-12,M,
2014-03-12,MA,
2014-03-12,P,
2014-03-12,RB,
2014-03-12,RU,
2014-03-12,SC,
2014-03-12,SP,
2014-03-12,SR,
2014-03-12,T,
2014-03-12,UR,
2014-03-13,AL,
2014-03-13,AP,
2014-03-13,C,
2014-03-13,CF,
2014-03-13,FG,
2014-03-13,JD,
2014-03-13,LH,
2014-03-13,M,
2014-03-13,MA,
2014-03-13,P,
2014-03-13,RB,
2014-03-13,RU,
2014-03-13,SC,
2014-03-13,SP,
2014-03-13,SR,
2014-03-13,T,
2014-03-13,UR,
2014-03-14,AL,
2014-03-14,AP,
2014-03-14,C,
2014-03-14,CF,
2014-03-14,FG,
2014-03-14,JD,
2014-03-14,LH,
2014-03-14,M,
2014-03-14,MA,
2014-03-14,P,
2014-03-14,RB,
2014-03-14,RU,
2014-03-14,SC,
2014-03-14,SP,
2014-03-14,SR,
2014-03-14,T,
2014-03-14,UR,
2014-03-17,AL,
2014-03-17,AP,
2014-03-17,C,
2014-03-17,CF,
2014-03-17,FG,
2014-03-17,JD,
2014-03-17,LH,
2014-03-17,M,
2014-03-17,MA,
2014-03-17,P,
2014-03-17,RB,
2014-03-17,RU,
2014-03-17,SC,
2014-03-17,SP,
2014-03-17,SR,
2014-03-17,T,
2014-03-17,UR,
2014-03-18,AL,
2014-03-18,AP,
2014-03-18,C,
2014-03-18,CF,
2014-03-18,FG,
2014-03-18,JD,
2014-03-18,LH,
2014-03-18,M,
2014-03-18,MA,
2014-03-18,P,
2014-03-18,RB,
2014-03-18,RU,
2014-03-18,SC,
2014-03-18,SP,
2014-03-18,SR,
2014-03-18,T,
2014-03-18,UR,
2014-03-19,AL,
2014-03-19,AP,
2014-03-19,C,
2014-03-19,CF,
2014-03-19,FG,
2014-03-19,JD,
2014-03-19,LH,
2014-03-19,M,
2014-03-19,MA,
2014-03-19,P,
2014-03-19,RB,
2014-03-19,RU,
2014-03-19,SC,
2014-03-19,SP,
2014-03-19,SR,
2014-03-19,T,
2014-03-19,UR,
2014-03-20,AL,
2014-03-20,AP,
2014-03-20,C,
2014-03-20,CF,
2014-03-20,FG,
2014-03-20,JD,
2014-03-20,LH,
2014-03-20,M,
2014-03-20,MA,
2014-03-20,P,
2014-03-20,RB,
2014-03-20,RU,
2014-03-20,SC,
2014-03-20,SP,
2014-03-20,SR,
2014-03-20,T,
2014-03-20,UR,
2014-03-21,AL,
2014-03-21,AP,
2014-03-21,C,
2014-03-21,CF,
2014-03-21,FG,
2014-03-21,JD,
2014-03-21,LH,
2014-03-21,M,
2014-03-21,MA,
2014-03-21,P,
2014-03-21,RB,
2014-03-21,RU,
2014-03-21,SC,
2014-03-21,SP,
2014-03-21,SR,
2014-03-21,T,
2014-03-21,UR,
2014-03-24,AL,
2014-03-24,AP,
2014-03-24,C,
2014-03-24,CF,
2014-03-24,FG,
2014-03-24,JD,
2014-03-24,LH,
2014-03-24,M,
2014-03-24,MA,
2014-03-24,P,
2014-03-24,RB,
2014-03-24,RU,
2014-03-24,SC,
2014-03-24,SP,
2014-03-24,SR,
2014-03-24,T,
2014-03-24,UR,
2014-03-25,AL,
2014-03-25,AP,
2014-03-25,C,
2014-03-25,CF,
2014-03-25,FG,
2014-03-25,JD,
2014-03-25,LH,
2014-03-25,M,
2014-03-25,MA,
2014-03-25,P,
2014-03-25,RB,
2014-03-25,RU,
2014-03-25,SC,
2014-03-25,SP,
2014-03-25,SR,
2014-03-25,T,
2014-03-25,UR,
2014-03-26,AL,
2014-03-26,AP,
2014-03-26,C,
2014-03-26,CF,
2014-03-26,FG,
2014-03-26,JD,
2014-03-26,LH,
2014-03-26,M,
2014-03-26,MA,
2014-03-26,P,
2014-03-26,RB,
2014-03-26,RU,
2014-03-26,SC,
2014-03-26,SP,
2014-03-26,SR,
2014-03-26,T,
2014-03-26,UR,
2014-03-27,AL,
2014-03-27,AP,
2014-03-27,C,
2014-03-27,CF,
2014-03-27,FG,
2014-03-27,JD,
2014-03-27,LH,
2014-03-27,M,
2014-03-27,MA,
2014-03-27,P,
2014-03-27,RB,
2014-03-27,RU,
2014-03-27,SC,
2014-03-27,SP,
2014-03-27,SR,
2014-03-27,T,
2014-03-27,UR,
2014-03-28,AL,
2014-03-28,AP,
2014-03-28,C,
2014-03-28,CF,
2014-03-28,FG,
2014-03-28,JD,
2014-03-28,LH,
2014-03-28,M,
2014-03-28,MA,
2014-03-28,P,
2014-03-28,RB,
2014-03-28,RU,
2014-03-28,SC,
2014-03-28,SP,
2014-03-28,SR,
2014-03-28,T,
2014-03-28,UR,
2014-03-31,AL,
2014-03-31,AP,
2014-03-31,C,
2014-03-31,CF,
2014-03-31,FG,
2014-03-31,JD,
2014-03-31,LH,
2014-03-31,M,
2014-03-31,MA,
2014-03-31,P,
2014-03-31,RB,
2014-03-31,RU,
2014-03-31,SC,
2014-03-31,SP,
2014-03-31,SR,
2014-03-31,T,
2014-03-31,UR,
2014-04-01,AL,
2014-04-01,AP,
2014-04-01,C,
2014-04-01,CF,
2014-04-01,FG,
2014-04-01,JD,
2014-04-01,LH,
2014-04-01,M,
2014-04-01,MA,
2014-04-01,P,
2014-04-01,RB,
2014-04-01,RU,
2014-04-01,SC,
2014-04-01,SP,
2014-04-01,SR,
2014-04-01,T,
2014-04-01,UR,
2014-04-02,AL,
2014-04-02,AP,
2014-04-02,C,
2014-04-02,CF,
2014-04-02,FG,
2014-04-02,JD,
2014-04-02,LH,
2014-04-02,M,
2014-04-02,MA,
2014-04-02,P,
2014-04-02,RB,
2014-04-02,RU,
2014-04-02,SC,
2014-04-02,SP,
2014-04-02,SR,
2014-04-02,T,
2014-04-02,UR,
2014-04-03,AL,
2014-04-03,AP,
2014-04-03,C,
2014-04-03,CF,
2014-04-03,FG,
2014-04-03,JD,
2014-04-03,LH,
2014-04-03,M,
2014-04-03,MA,
2014-04-03,P,
2014-04-03,RB,
2014-04-03,RU,
2014-04-03,SC,
2014-04-03,SP,
2014-04-03,SR,
2014-04-03,T,
2014-04-03,UR,
2014-04-04,AL,
2014-04-04,AP,
2014-04-04,C,
2014-04-04,CF,
2014-04-04,FG,
2014-04-04,JD,
2014-04-04,LH,
2014-04-04,M,
2014-04-04,MA,
2014-04-04,P,
2014-04-04,RB,
2014-04-04,RU,
2014-04-04,SC,
2014-04-04,SP,
2014-04-04,SR,
2014-04-04,T,
2014-04-04,UR,
2014-04-08,AL,
2014-04-08,AP,
2014-04-08,C,
2014-04-08,CF,
2014-04-08,FG,
2014-04-08,JD,
2014-04-08,LH,
2014-04-08,M,
2014-04-08,MA,
2014-04-08,P,
2014-04-08,RB,
2014-04-08,RU,
2014-04-08,SC,
2014-04-08,SP,
2014-04-08,SR,
2014-04-08,T,
2014-04-08,UR,
2014-04-09,AL,
2014-04-09,AP,
2014-04-09,C,
2014-04-09,CF,
2014-04-09,FG,
2014-04-09,JD,
2014-04-09,LH,
2014-04-09,M,
2014-04-09,MA,
2014-04-09,P,
2014-04-09,RB,
2014-04-09,RU,
2014-04-09,SC,
2014-04-09,SP,
2014-04-09,SR,
2014-04-09,T,
2014-04-09,UR,
2014-04-10,AL,
2014-04-10,AP,
2014-04-10,C,
2014-04-10,CF,
2014-04-10,FG,
2014-04-10,JD,
2014-04-10,LH,
2014-04-10,M,
2014-04-10,MA,
2014-04-10,P,
2014-04-10,RB,
2014-04-10,RU,
2014-04-10,SC,
2014-04-10,SP,
2014-04-10,SR,
2014-04-10,T,
2014-04-10,UR,
2014-04-11,AL,
2014-04-11,AP,
2014-04-11,C,
2014-04-11,CF,
2014-04-11,FG,
2014-04-11,JD,
2014-04-11,LH,
2014-04-11,M,
2014-04-11,MA,
2014-04-11,P,
2014-04-11,RB,
2014-04-11,RU,
2014-04-11,SC,
2014-04-11,SP,
2014-04-11,SR,
2014-04-11,T,
2014-04-11,UR,
2014-04-14,AL,
2014-04-14,AP,
2014-04-14,C,
2014-04-14,CF,
2014-04-14,FG,
2014-04-14,JD,
2014-04-14,LH,
2014-04-14,M,
2014-04-14,MA,
2014-04-14,P,
2014-04-14,RB,
2014-04-14,RU,
2014-04-14,SC,
2014-04-14,SP,
2014-04-14,SR,
2014-04-14,T,
2014-04-14,UR,
2014-04-15,AL,
2014-04-15,AP,
2014-04-15,C,
2014-04-15,CF,
2014-04-15,FG,
2014-04-15,JD,
2014-04-15,LH,
2014-04-15,M,
2014-04-15,MA,
2014-04-15,P,
2014-04-15,RB,
2014-04-15,RU,
2014-04-15,SC,
2014-04-15,SP,
2014-04-15,SR,
2014-04-15,T,
2014-04-15,UR,
2014-04-16,AL,
2014-04-16,AP,
2014-04-16,C,
2014-04-16,CF,
2014-04-16,FG,
2014-04-16,JD,
2014-04-16,LH,
2014-04-16,M,
2014-04-16,MA,
2014-04-16,P,
2014-04-16,RB,
2014-04-16,RU,
2014-04-16,SC,
2014-04-16,SP,
2014-04-16,SR,
2014-04-16,T,
2014-04-16,UR,
2014-04-17,AL,
2014-04-17,AP,
2014-04-17,C,
2014-04-17,CF,
2014-04-17,FG,
2014-04-17,JD,
2014-04-17,LH,
2014-04-17,M,
2014-04-17,MA,
2014-04-17,P,
2014-04-17,RB,
2014-04-17,RU,
2014-04-17,SC,
2014-04-17,SP,
2014-04-17,SR,
2014-04-17,T,
2014-04-17,UR,
2014-04-18,AL,
2014-04-18,AP,
2014-04-18,C,
2014-04-18,CF,
2014-04-18,FG,
2014-04-18,JD,
2014-04-18,LH,
2014-04-18,M,
2014-04-18,MA,
2014-04-18,P,
2014-04-18,RB,
2014-04-18,RU,
2014-04-18,SC,
2014-04-18,SP,
2014-04-18,SR,
2014-04-18,T,
2014-04-18,UR,
2014-04-21,AL,
2014-04-21,AP,
2014-04-21,C,
2014-04-21,CF,
2014-04-21,FG,
2014-04-21,JD,
2014-04-21,LH,
2014-04-21,M,
2014-04-21,MA,
2014-04-21,P,
2014-04-21,RB,
2014-04-21,RU,
2014-04-21,SC,
2014-04-21,SP,
2014-04-21,SR,
2014-04-21,T,
2014-04-21,UR,
2014-04-22,AL,
2014-04-22,AP,
2014-04-22,C,
2014-04-22,CF,
2014-04-22,FG,
2014-04-22,JD,
2014-04-22,LH,
2014-04-22,M,
2014-04-22,MA,
2014-04-22,P,
2014-04-22,RB,
2014-04-22,RU,
2014-04-22,SC,
2014-04-22,SP,
2014-04-22,SR,
2014-04-22,T,
2014-04-22,UR,
2014-04-23,AL,
2014-04-23,AP,
2014-04-23,C,
2014-04-23,CF,
2014-04-23,FG,
2014-04-23,JD,
2014-04-23,LH,
2014-04-23,M,
2014-04-23,MA,
2014-04-23,P,
2014-04-23,RB,
2014-04-23,RU,
2014-04-23,SC,
2014-04-23,SP,
2014-04-23,SR,
2014-04-23,T,
2014-04-23,UR,
2014-04-24,AL,
2014-04-24,AP,
2014-04-24,C,
2014-04-24,CF,
2014-04-24,FG,
2014-04-24,JD,
2014-04-24,LH,
2014-04-24,M,
2014-04-24,MA,
2014-04-24,P,
2014-04-24,RB,
2014-04-24,RU,
2014-04-24,SC,
2014-04-24,SP,
2014-04-24,SR,
2014-04-24,T,
2014-04-24,UR,
2014-04-25,AL,
2014-04-25,AP,
2014-04-25,C,
2014-04-25,CF,
2014-04-25,FG,
2014-04-25,JD,
2014-04-25,LH,
2014-04-25,M,
2014-04-25,MA,
2014-04-25,P,
2014-04-25,RB,
2014-04-25,RU,
2014-04-25,SC,
2014-04-25,SP,
2014-04-25,SR,
2014-04-25,T,
2014-04-25,UR,
2014-04-28,AL,
2014-04-28,AP,
2014-04-28,C,
2014-04-28,CF,
2014-04-28,FG,
2014-04-28,JD,
2014-04-28,LH,
